name,address,amenities1,amenities2,amenities3,amenities4,amenities5,amenities6,amenities7,amenities8,amenities9,amenities10,rooms1,rooms2,rooms3,rooms4,rooms5,rooms6,price,rating,numReviews,lat,lon
Blakehill House,Cong Ireland,1,2,,,,,,,,,Unknown,,,,,,69,5,2 reviews,53.5414206,-9.2873469
Drumhouse Lodge,"Knock House Rd, Knock Ireland",1,2,,,,,,,,,Unknown,,,,,, Available Upon Request,3.5,4 reviews,53.79124155,-8.91419229
Ballynona House,Midleton Ireland,1,2,,,,,,,,,Unknown,,,,,,50,5,5 reviews,51.9142741,-8.1700962
Annaswood B&B,"Cahir Scartana, Cahir Ireland",1,2,,,,,,,,,Unknown,,,,,,75,4.5,7 reviews,52.37796,-7.922561
Johnnys 12 House,"Barrack Hill, Buncrana Ireland",1,2,,,,,,,,,Unknown,,,,,, Available Upon Request,5,4 reviews,55.1194648,-7.4555276
Farnham House,"Farnham House 38 Farnham Road, Cavan 1226 Ireland",1,2,,,,,,,,,Unknown,,,,,,85,5,1 review,53.998102,-7.377416
Mccauls Bar & Guesthouse,"10 Bridge Street, Cavan Ireland",1,,,,,,,,,,Unknown,,,,,, Available Upon Request,3.5,18 reviews,53.9894727,-7.3622845
Ardrahan House,"Ownagarry, Killorglin Ireland",2,,,,,,,,,,Unknown,,,,,, Available Upon Request,5,1 review,52.106227,-9.789865
Carrick House B&B,"Carricknagore, Killybegs Ireland",2,,,,,,,,,,Unknown,,,,,, Available Upon Request,5,6 reviews,54.649848,-8.412672
Beal Na Mara Apartments,Ballyshannon Ireland,2,,,,,,,,,,Unknown,,,,,, Available Upon Request,4.5,3 reviews,54.501979,-8.1897659
Coill Maher Lake House,"03 Coill Maher, Mullans, Ballyshannon Ireland",2,,,,,,,,,,Unknown,,,,,,129,3.5,4 reviews,54.501152,-8.187528
Hillcrest Bed And Breakfast,"Cruit Island, Kincasslagh Ireland",2,,,,,,,,,,Unknown,,,,,, Available Upon Request,Unknown,Unknown,53.582062,-8.045371
Lag Dubh,"Cruit Island, Kincasslagh Ireland",2,,,,,,,,,,Unknown,,,,,, Available Upon Request,4.5,2 reviews,53.582062,-8.045371
Ard na Greine B&B,Cahir Ireland,2,,,,,,,,,,Unknown,,,,,, Available Upon Request,4,13 reviews,52.3749129,-7.9251412
Abbey View House,"Abbey View Strand Street, Youghal Ireland",2,,,,,,,,,,Unknown,,,,,,95,4.5,5 reviews,51.944628,-7.849732
Grangeview House B&B,Monaghan Ireland,2,,,,,,,,,,Unknown,,,,,,80,5,1 review,54.1610664,-6.946364848
Hotwell House,"Ballinakill, Enfield Ireland",2,,,,,,,,,,Unknown,,,,,, Available Upon Request,4.5,4 reviews,53.413848,-6.830831
Brookville Manor,"Brookville Manor Lisanisk Coolderry, Carrickmacross Ireland",2,,,,,,,,,,Unknown,,,,,,85,5,10 reviews,53.977975,-6.717694
Townley Hall Apartments,Slane Ireland,2,,,,,,,,,,Unknown,,,,,, Available Upon Request,4.5,5 reviews,53.7090675,-6.5426177
Old Parochial House,"Knockbridge, Dundalk Ireland",2,,,,,,,,,,Unknown,,,,,,80,4,1 review,53.9710631,-6.4867827
Cunninghams Guesthouse,"Number 9B Dublin Street Belfry Court, Kildare Ireland",19,27,38,56,55,78, Hair dryer,,,,Unknown,,,,,,80,5,10 reviews,53.198018,-6.842829
Halpins Town House,"S/N Bachelors Walk Wicklow Town, Leitrin Lopte, Wicklow Ireland",18,3,1,12,8,60,84,95,2,13,200,,,,,, Available Upon Request,4.5,21 reviews,52.984944,-6.340102
Railway House Bed and Breakfast,"Dominick Street, Mullingar Ireland",4,28,13,,,,,,,,Unknown,,,,,, Available Upon Request,4,15 reviews,53.5244476,-7.3467005
Cherrytree House B&B,"Off the R238, Moville F93 KOWH Ireland",4,,,,,,,,,,Unknown,,,,,,80,5,6 reviews,55.188571,-7.045251
Inishbofin House Hotel,"Connemara, Inishbofin H91 RK71 Ireland",3,1,12,43,35,61,65,94,,,203,201,200,,,,148,4,452 reviews,53.500049,-9.75018
The Loft Bar and B & B,"The Loft Pearse Street, Ballina Ireland",3,1,14,44,80,58,81,100,,,201,204,,,,,60,4.5,67 reviews,54.1138658,-9.1543416
Bounty Bar Accommodation,"Bridge Street Trim Co Meath, Trim Ireland",3,1,14,8,30,58,13,87,,,201,204,,,,,70,3.5,51 reviews,53.5560717,-6.7910359
Cill Chiarain Bed & Breakfast,"Listowel Road, Ballybunion Ireland",3,1,39,8,35,2,58,81,,,201,,,,,, Available Upon Request,4.5,5 reviews,52.5113175,-9.6738174
Crockets on the Quay,Ballina F26 Y3E9 Ireland,3,1,34,2,69,,,,,,Unknown,,,,,, Available Upon Request,3,5 reviews,51.712339,-8.627699
Take 2 Restaurant and Guest House,"Earl Street, Longford Ireland",3,1,34,2,69,,,,,,Unknown,,,,,, Available Upon Request,5,2 reviews,53.7256453,-7.7986566
Woodlands Bed & Breakfast,"Killomoran, Gort Ireland",3,4,8,45,81,13,87,99,,,Unknown,,,,,, Available Upon Request,5,20 reviews,53.068269,-8.821343
Failte B&B Claremorris,"Failte Ballindine Road Ard Clar, Claremorris Ireland",3,2,,,,,,,,,Unknown,,,,,, Available Upon Request,5,12 reviews,53.71667,-9
Garmisch,"Loughgeorge, Claregalway Ireland",3,2,,,,,,,,,Unknown,,,,,, Available Upon Request,4.5,11 reviews,53.35588475,-8.930193048
Kilronan Hostel,"Kilronan Village, Inis Mor, Province of Connacht H91 K7HW Ireland",3,4,12,14,60,84,95,85,30,79,203,201,200,,,, Available Upon Request,4.5,367 reviews,53.990046,-6.399705
An Creagan B&B,"An Creagan Baile Thiar, Province of Connacht Ireland",3,4,12,2,28,58,13,92,,,201,204,,,,, Available Upon Request,4.5,19 reviews,53.242606,-9.319618
Dilis Go Brath,"8 Tivoli Terrace, Tramore Ireland",3,8,32,35,2,58,13,87,,,Unknown,,,,,,120,5,12 reviews,52.1651653,-7.145948054
The Farnham Arms Hotel,"Main Street, Cavan Ireland",3,3,1,14,2,73,58, Currency exchange,,,201,200,,,,,148,3.5,157 reviews,53.9916334,-7.3600623
Kilkee Town House,"Corneil 2 Erin Street, Kilkee Ireland",3,3,2,,,,,,,,Unknown,,,,,,90,4,28 reviews,52.680735,-9.646008
Dun Mhuire,"Dun Mhuire 5 Quinns Row Lannagh Rd, Castlebar Ireland",3,3,2,,,,,,,,Unknown,,,,,, Available Upon Request,5,17 reviews,53.849621,-9.308731
Brae House,"Brae House Front Street, Ardara Ireland",3,3,13,,,,,,,,201,,,,,, Available Upon Request,4.5,56 reviews,54.762995,-8.411545
Cathedral View Apartments,"4 Keon_s Terrace, Longford N39 Ireland",3,3,,,,,,,,,Unknown,,,,,, Available Upon Request,5,17 reviews,53.673466,-7.752625
Moate House,"Rathmore, Naas Ireland",3,9,1,31,35,2,79,58,,,201,200,,,,, Available Upon Request,5,20 reviews,53.29336945,-6.661106604
The Old Borough Hotel Wetherspoon,"72 Main Street, Swords Ireland",3,21,,,,,,,,,Unknown,,,,,, Available Upon Request,3.5,15 reviews,53.458978,-6.2200635
The Carraig Hotel,"Main Street, Carrick-on-Suir Ireland",3,3,1,35,61,65,13,99,,,201,200,,,,,120,4.5,157 reviews,52.349167,-7.413056
Kennedy Boutique Hotel,"19 The Quay, New Ross Y34 P972 Ireland",3,3,1,2,40,65,13,99,,,201,204,,,,, Available Upon Request,4,118 reviews,52.664611,-8.629167
The Schooner Tavern,"Main Street, Ballycotton Ireland",3,3,1,21,75,72,13,,,,201,200,,,,,95,4.5,59 reviews,51.8295455,-8.0142264
Tubridy House B&B,"Cooraclare, Kilrush Ireland",3,3,1,21,2,83,13,,,,201,205,,,,, Available Upon Request,4.5,12 reviews,52.640415,-9.485395
Harty Costello Town House,"Main Street, Ballybunion Ireland",3,3,1,21,13,47,,,,,201,200,,,,, Available Upon Request,5,43 reviews,52.5098128,-9.6714594
Ewings Bar & Accomodation,"Haymarket, Carlow Ireland",3,3,1,34,13,,,,,,201,200,,,,,86,3,31 reviews,52.725161,-6.843704
Staghall Old School Bed & Breakfast,"Drumacon Belturbet, Cavan Ireland",3,3,2,57,,,,,,,Unknown,,,,,,80,4.5,2 reviews,54.0983409,-7.471683807
Sive Hostel,"15 Newmarket Street, Cahersiveen Ireland",3,3,4,58,13,54,47,57,,,Unknown,,,,,,70,4.5,91 reviews,51.94648,-10.229218
The Central,"10 Lower Main Street, Buncrana Ireland",3,3,4,1,2,13,,,,,201,,,,,,72,4.5,30 reviews,55.1330929,-7.4528278
Annie Mays B&B,"11 Bridge St, Skibbereen Ireland",3,3,4,1,21,2,13,,,,Unknown,,,,,,100,4,54 reviews,51.5498998,-9.2709338
Lahinch Hostel,"Church Street, Lahinch Ireland",3,3,4,12,79,58,13,57,,,201,,,,,, Available Upon Request,4,102 reviews,53.401973,-6.670701
Hotel Inis Oirr,"Lurgan Village, Province of Connacht Ireland",3,3,4,44,62,58,13,57,,,Unknown,,,,,, Available Upon Request,4,163 reviews,54.31472,-8.19639
Findus House,"Findus House Findus House Findus House Ballyvoige, Macroom Ireland",3,3,4,13,47,,,,,,201,200,,,,, Available Upon Request,4.5,65 reviews,51.908784,-8.964574
McMahon House,"McMahons 38 Church Street, Listowel Ireland",3,3,4,13,,,,,,,Unknown,,,,,, Available Upon Request,3,33 reviews,52.446743,-9.484118
Clai Ban,"Kilronan, Province of Connacht Ireland",3,3,32,13,47,,,,,,201,200,,,,, Available Upon Request,4,153 reviews,53.1202153,-9.6694516
PREMIER204 Dublin Sandyford,"The Forum, Ballymoss Road Sandyford Business Park, Sandyford 18 Ireland",3,3,13,59,82,96,,,,,201,204,,,,, Available Upon Request,4,80 reviews,53.2773656,-6.2116525
Dungarvan Hostel (Arus Brugha),"Davitts Quay, Dungarvan X35 FW30 Ireland",3,3,21,4,83,13,82,,,,201,200,,,,, Available Upon Request,4.5,12 reviews,52.08963,-7.616536
Desmond House Kinsale,"Desmond House 42 Cork Street, Kinsale Ireland",3,3,23,32,13,92,,,,,201,,,,,, Available Upon Request,5,648 reviews,51.706919,-8.524901
Nephin House B&B,"Quinns Row off Lannagh Rd, Castlebar Ireland",3,3,,,,,,,,,Unknown,,,,,, Available Upon Request,5,5 reviews,53.859307,-9.293848
Bealaha House,"Bealaha Carrowblough Beg, Doonbeg Ireland",3,,,,,,,,,,Unknown,,,,,,95,5,12 reviews,51.935299,-9.048758
The Bridge Tavern,"Bridge Street, Wicklow Ireland",3,3,1,21,34,13,,,,,Unknown,,,,,,130,3.5,107 reviews,52.7979221,-6.1526892
Devard,"Westport Road, Castlebar Ireland",3,3,2,,,,,,,,Unknown,,,,,, Available Upon Request,4,20 reviews,53.8486692,-9.3091893
Burren Lodge,"Old Dublin Road Creggan Upper, Athlone Ireland",3,3,2,,,,,,,,Unknown,,,,,, Available Upon Request,4.5,16 reviews,53.428516,-7.940076
Glendalough International Youth Hostel,"The Lodge, Glendalough Village Ireland",3,3,23,60,84,95,62,58,13,57,201,200,,,,, Available Upon Request,3.5,176 reviews,53.08069065,-6.326671543
San Marino Bed and Breakfast,"San Marino 40 Carrickhill Road, Portmarnock Ireland",3,3,,,,,,,,,Unknown,,,,,, Available Upon Request,4.5,19 reviews,53.377397,-6.262779
The Royal Hotel and Merrill Leisure Club,"Main Street, Bray Ireland",3,9,11,1,75,63,61,94,,,202,201,204,200,,,107,3,"1,518 reviews",53.2013678,-6.1107832
River Island Hotel,"Lower Main Street, Castleisland Ireland",3,3,1,21,2,13,99,57,,,201,,,,,,80,4,145 reviews,52.22822,-9.464046
Markree Castle,Collooney F91 AE81 Ireland,5,1,35,61,65,13,99,57,,,202,201,204,200,,,250,5,111 reviews,54.181925,-8.488454
Burren Atlantic Hotel & Holiday Village,"R477, Ballyvaughan Ireland",5,1,35,62,58,13,87,,,,202,201,,,,, Available Upon Request,2.5,83 reviews,53.1170524,-9.152079
Creggan Court,"Kilmartin Centre Dublin Road, Athlone Ireland",5,1,30,63,62,13,87,57,,,201,,,,,,96,4,392 reviews,53.428516,-7.940076
The Perrin Inn,Glengarriff Ireland,5,1,21,53,14,72,44,30,,,201,,,,,, Available Upon Request,2.5,132 reviews,51.7501967,-9.5499762
Crannys B&B,"Rosslare Harbour, Rosslare Wexford Ireland",5,1,23,8,33,58,13,,,,201,200,,,,, Available Upon Request,5,137 reviews,52.2527565,-6.3351365
Belmullet Coast Guard Station Pods,"Claggan Island, Bunnahowen, Belmullet Ireland",5,12,2,30,13,,,,,,201,200,,,,, Available Upon Request,5,46 reviews,54.219676,-9.986727
Aaron House,"Kinnitty Road, Birr Ireland",5,14,40,13,47,92,,,,,Unknown,,,,,, Available Upon Request,5,42 reviews,53.0977181,-7.7204515
Little Flower Lodge,"Drum Hotel Avenue, Knock Ireland",5,2,13,,,,,,,,Unknown,,,,,, Available Upon Request,3.5,4 reviews,53.797371,-8.906427704
The Farm Cottages,"Bridgetown Castletownroche, Mallow Ireland",5,2,,,,,,,,,Unknown,,,,,, Available Upon Request,5,22 reviews,52.137078,-8.648504
Carlingford Holiday Homes,"Tholsel Street, Carlingford Ireland",5,2,,,,,,,,,Unknown,,,,,, Available Upon Request,4.5,13 reviews,54.0398638,-6.1854608
Rossroe Lodge B&B,"Rossroe, Cashel H91 V20K Ireland",5,18,3,4,32,13,47,57,,,201,200,,,,, Available Upon Request,5,225 reviews,53.400568,-9.863933
Sea Lodge B & B,"Gearhameen, Durrus Ireland",5,4,14,35,2,28,79,81,,,201,200,,,,, Available Upon Request,4.5,48 reviews,51.6269826,-9.5531924
Strand End House,"on Ring Of Kerry (N70) & Kerry Way, Cahersiveen Ireland",5,4,14,45,85,58,13,100,,,201,204,200,,,,80,5,126 reviews,51.94648,-10.229218
Ballyderrin House,"Ballyderrin House Shillelagh Road, Tullow Ireland",5,4,8,33,35,13,89,92,,,Unknown,,,,,, Available Upon Request,4,63 reviews,52.802488,-6.742014
Eaglehill B&B,"Eaglehill Suncroft, Kildare Ireland",5,4,,,,,,,,,Unknown,,,,,, Available Upon Request,4.5,29 reviews,53.198018,-6.842829
Kemar House,Belmullet Ireland,5,3,41,12,14,35,30,13,,,Unknown,,,,,,90,4,7 reviews,54.22411,-9.9872173
Fairlawns Bed & Breakfast,"Fairlawns Dublin Road, Dundalk Ireland",5,3,41,8,85,58,13,92,,,201,200,,,,, Available Upon Request,5,129 reviews,54.000337,-6.398438
Ivy Tower Hotel,"New Antrim Street, Castlebar Ireland",5,3,1,35,2,40,63,83,,,201,,,,,,75,4,11 reviews,53.860067,-9.2978654
TF Royal Hotel and Theatre,"Westport Road, Castlebar Ireland",5,3,1,35,2,63,62,83,,,201,200,,,,,104,4,61 reviews,53.8486692,-9.3091893
Ballyvolane House,"Castlelyons Co. Cork, Fermoy Ireland",5,3,1,64,14,97,35,30,,,Mountain view,201,204,200,,, Available Upon Request,5,163 reviews,52.0889073,-8.2338663
Tinakilly Country House Hotel & Restaurant,"Main Street Co Wicklow, Rathnew, Wicklow Ireland",5,3,1,65,62,58,81,87,,,203,202,201,204,200,, Available Upon Request,4,902 reviews,52.9947561,-6.0810882
"Red Cliff Lodge, Restaurant &204","Dough, Spanish Point V95 X9T7 Ireland",5,3,1,12,35,85,65,13,,,203,201,204,,,, Available Upon Request,5,135 reviews,51.466943,-9.765495
Diamond Coast Hotel,"Bartragh, Enniscrone F26 E9F9 Ireland",5,3,1,12,35,98,71,63,,,203,202,201,204,200,, Available Upon Request,4.5,"1,500 reviews",53.52544,-9.258039
Arnolds Hotel,Dunfanaghy Ireland,5,3,1,12,14,65,62,58,,,203,201,200,,,, Available Upon Request,4.5,608 reviews,55.1833879,-7.9717773
The Bayview Hotel,Ballycotton P25 KP59 Ireland,5,3,1,12,14,2,62,94,,,203,201,204,200,,, Available Upon Request,4.5,515 reviews,51.83333,-8.01611
Majestic Hotel,"Majestic Hotel Lower Branch Road, Tramore X91 WC1Y Ireland",5,3,1,12,14,61,65,58,,,202,201,204,200,,,210,4,394 reviews,52.163189,-7.148529
Reddans of Bettystown,"Coast Road Neptune 12, Bettystown Ireland",5,3,1,12,66,2,13,99,,,201,200,,,,,89,4.5,30 reviews,53.365725,-9.874687
Walter Raleigh Hotel,"OBriens Place, Youghal Ireland",5,3,1,12,43,65,62,58,,,203,202,201,204,200,,170,4.5,470 reviews,51.9455611,-7.8428379
Channel View,"The Abbey, Ballyshannon Ireland",5,3,1,12,8,2,13,89,,,Unknown,,,,,,90,4.5,6 reviews,54.5080325,-8.2029524
Aran Islands Hotel,"Kilronan, Province of Connacht Ireland",5,3,1,12,32,40,65,62,,,203,202,201,200,,, Available Upon Request,4.5,583 reviews,53.1202153,-9.6694516
Caisleain Oir Hotel,"Caisleain Oir Main Street The Wild Atlantic Way, Annagry F94 WY03 Ireland",5,3,1,12,32,35,40,61,,,203,202,201,200,,, Available Upon Request,5,617 reviews,55.020892,-8.325331
White Sands Hotel,"Coast Road, Portmarnock D13 W7X2 Ireland",5,3,1,12,32,2,73,61,,,202,201,,,,, Available Upon Request,3.5,495 reviews,53.42883,-6.132779
The Harbour Inn,"Derry Road Ludden, Buncrana F93 V57X Ireland",5,3,1,12,32,62,58,13,,,201,,,,,,90,4.5,416 reviews,55.12704,-7.45686
Rathbaun Hotel,"Main Street, Lisdoonvarna Ireland",5,3,1,14,35,73,58, Currency exchange,,,201,200,,,,, Available Upon Request,4,199 reviews,53.0310919,-9.2893857
Commercial and Tourist Hotel,"High Street, Ballinamore Ireland",5,3,1,14,51,85,2,62,,,201,,,,,, Available Upon Request,4,48 reviews,54.0535422,-7.7984144
Innwood House,"Killimer Road, Kilrush Ireland",5,3,1,14,51,79,58,57,,,201,,,,,, Available Upon Request,5,24 reviews,52.640415,-9.485395
Nesbitt Arms Boutique Hotel,"The Diamond, Ardara Ireland",5,3,1,14,51,61,65,58,,,202,201,200,,,, Available Upon Request,4,493 reviews,54.7619869,-8.4137664
Connemara National Park Hostel,"Connemara Loop, Letterfrack Ireland",5,3,1,14,51,30,94,58,,,201,200,,,,,75,4,206 reviews,53.5526929,-9.947929016
McGrorys Hotel Culdaff,"Culdaff House Inishowen, Culdaff Ireland",5,3,1,14,44,73,65,13,,,201,200,,,,,120,4.5,242 reviews,55.28640425,-7.157899901
The Chester Beatty Inn,"Main Street, Ashford, Wicklow A67 VK09 Ireland",5,3,1,14,36,35,40,62,,,201,200,,,,,150,4.5,191 reviews,53.060474,-6.698879
Silken Thomas Accommodation,"The Square, Kildare Ireland",5,3,1,14,32,73,58,81,,,201,,,,,,113,4.5,637 reviews,53.3330626,-6.531335623
Rosleague Manor Hotel,Letterfrack Ireland,5,3,1,14,32,30,65,58,,,203,201,204,200,,, Available Upon Request,4.5,444 reviews,53.553524,-9.9483002
Clanard Court Hotel,"Dublin Road, Athy Ireland",5,3,1,14,35, Indoor play area for children,63,61,,,202,201,204,200,,, Available Upon Request,4.5,828 reviews,52.9931551,-6.9747075
Grangegeeth Inn,"Slane Grangegeeth, Slane C15Y234 Ireland",5,3,1,14,36,60,84,95,85,80,200,,,,,, Available Upon Request,3.5,15 reviews,53.702783,-6.491847
Luttrellstown Castle Resort,Castleknock D15 RH92 Ireland,5,3,1,14,8,2,30,73,,,202,204,200,,,, Available Upon Request,5,103 reviews,53.37483,-6.36336
Monaghans Harbour Hotel,"Limerick Road, Naas Ireland",5,3,1,66,8,35,2,83,,,201,205,,,,, Available Upon Request,3,73 reviews,53.2120712,-6.6931998
Racket Hall Country House Hotel,"Dublin Road, Roscrea Ireland",5,3,1,63,61,58,13,57,,,201,204,200,,,, Available Upon Request,4,540 reviews,52.9569855,-7.7878337
Hotel Kilmore,"Dublin Road, Cavan Ireland",5,3,1,63,61,81,13,87,,,202,201,204,200,,, Available Upon Request,4,441 reviews,53.985512,-7.359568
Skellys Guesthouse,"Main Street, Ballymahon Ireland",5,3,1,51,72,30,62,79,,,201,,,,,, Available Upon Request,5,37 reviews,53.67307,-7.990055
Nevins Newfield Inn,"Newfield Westport, Co Mayo, Mulranny Ireland",5,3,1,51,43,35,61,62,,,201,200,,,,,100,4.5,96 reviews,53.795998,-9.509922
Barrys Bed and Breakfast,"2 Reenrour West, Bantry Ireland",5,3,1,51,8,2,30,58,,,Unknown,,,,,, Available Upon Request,4.5,12 reviews,51.68389145,-9.454010677
Knock House Hotel,"Knock House Hotel Knock House Hotel Saint Marthas Ballyhaunis Road, Knock Ireland",5,3,1,2,61,65,58, Chapel / shrine,,,201,,,,,, Available Upon Request,4,223 reviews,53.67544,-8.94646
Glashaus Hotel,"Belgard Square West, Tallaght 24 Ireland",5,3,1,2,61,62,81,13,,,201,,,,,,85,4.5,"1,018 reviews",53.2868363,-6.3749496
Drumhouse B&B,"Knockhouse Road, Knock Ireland",5,3,1,2,69,58,13,87,,,200,,,,,, Available Upon Request,5,20 reviews,52.26306,-7.155988
The Glebe House,"The Glebe, Ennistymon V95 Y4AT Ireland",5,3,1,2,13,,,,,,Unknown,,,,,, Available Upon Request,5,12 reviews,52.939188,-9.291955
Ard Ri House Hotel,"Milltown Road, Tuam H54 V267 Ireland",5,3,1,61,65,58,81,87,,,202,201,204,200,,,129,4,321 reviews,53.309183,-6.249771
Mulroy Woods Hotel,"Letterkenny Road, Milford Ireland",5,3,1,43,32,69,71,61,,,202,201,200,,,, Available Upon Request,4,568 reviews,55.082252,-7.686410767
Longcourt House Hotel,"St. Marys Road, Newcastle West Ireland",5,3,1,44,35,63,61,79,,,202,201,204,200,,, Available Upon Request,4,216 reviews,53.27753115,-9.063638692
Cliffs of Moher Hotel,"Liscannor Community Centre Main Street 5 minutes from Cliffs of Moher Visitor Center, Liscannor V95 K59V Ireland",5,3,1,44,2,61,65,83,,,203,201,200,,,, Available Upon Request,4.5,255 reviews,52.971892,-9.425879
Villa Rose Hotel & Spa,"Villa Rose Hotel Main Street, Ballybofey F93 C2CF Ireland",5,3,1,44,61,65,94,58,,,202,201,204,200,,,109,4.5,"1,627 reviews",52.263502,-9.700756
Westcourt Hotel,"West Street, Drogheda 041 Ireland",5,3,1,44,70,63,62,58,,,202,201,200,,,, Available Upon Request,4,468 reviews,53.7150405,-6.3533272
Woodford Dolmen Hotel,"Kilkenny Road, Carlow Ireland",5,3,1,45,35,71,63,61,,,202,201,204,200,,,88,4,"1,015 reviews",52.8275393,-6.9373557
Lissadell B&B,"Lisadell Railway Road, Buncrana Ireland",5,3,1,8,60,84,95,58, Convenience store,57,Unknown,,,,,,85,4.5,12 reviews,55.140368,-7.450402
Lisdovogue House,"Knockmore, Ballina Ireland",5,3,1,8,32,35,2,13,,,Unknown,,,,,, Available Upon Request,5,47 reviews,54.018889,-9.175278
Lynchs Townhouse,"Arden Road, Tullamore Ireland",5,3,1,8,32,33,79,13,,,200,,,,,,63,5,1 review,53.2859101,-7.487536
Springfield B & B,"N25 St Patricks Road, Rosslare Harbour, Rosslare Ireland",5,3,1,8,33,2,13,89,,,Unknown,,,,,, Available Upon Request,4.5,30 reviews,52.269932,-6.390259
OGradys Bar and B&B,"Upper Bridge Street, Killorglin Ireland",5,3,1,8,62,13,92,,,,Unknown,,,,,, Available Upon Request,5,2 reviews,52.1067757,-9.78746
Kirbys Lanterns Hotel,"Coast Road, Tarbert Ireland",5,3,1,8,86,2,69,58,,,201,,,,,, Available Upon Request,3.5,50 reviews,53.365725,-9.874687
Park Hotel Kiltimagh,"Swinford Road, Kiltimagh Ireland",5,3,1,69,71,63,61,58,,,202,201,204,200,,,104,4,364 reviews,53.8498429,-8.9993139
The Dales,Gorey Ireland,5,3,1,32,35,58,13,,,,200,,,,,,120,Unknown,Unknown,52.676135,-6.292752
Long Acre Lodge,"Grange John Longs Bar, Carlingford Ireland",5,3,1,32,75,2, Chapel / shrine,13,,,200,,,,,,400,5,4 reviews,54.0083842,-6.1811011
Carnegie Court Hotel Swords,"North Street, Swords K67 W4A9 Ireland",5,3,1,32,2,63,65, Currency exchange,,,202,201,204,200,,,99,4,352 reviews,53.461122,-6.218649
Longueville House Hotel,"Killarney road, Mallow Ireland",5,3,1,32,33,35,60,84,95,65,202,201,204,200,,, Available Upon Request,4.5,297 reviews,52.1282027,-8.6568923
Radharc Arainn B&B,"Salahoona, Spiddal Ireland",5,3,1,32,33,35,2,58,,,201,200,205,,,,80,4.5,36 reviews,53.243911,-9.305344
The Old Imperial Hotel,"The Old Imperial Hotel 27 N North Main Street, Youghal Ireland",5,3,1,32,33,62,58,81,,,201,,,,,, Available Upon Request,4.5,475 reviews,51.95,-7.85056
Kettles Country House Hotel,"Lispopple Cross, Swords Ireland",5,3,1,33,35,40,65,62,,,202,201,204,200,,,99,4,355 reviews,53.457264,-6.228042
Kildare House Hotel,"Dublin St, Kildare Ireland",5,3,1,33,2,62,13,89,,,202,201,,,,,111,3.5,307 reviews,54.5903173,-5.9099508
The Wyatt Hotel,"The Octagon, Westport Ireland",5,3,1,33,44,35,85,30,,,202,201,204,200,,,150,4.5,"1,581 reviews",53.7993861,-9.5247746
Westenra Arms Hotel,"The Diamond, Monaghan Ireland",5,3,1,33,44,35,65,62,,,202,201,204,200,,, Available Upon Request,4,292 reviews,54.1791569,-7.2318438
Ashbourne House Hotel,"Frederick Street, Ashbourne Ireland",5,3,1,33,44,61,65,58,,,202,201,,,,,98,3.5,344 reviews,53.5132714,-6.4007157
Listowel Arms Hotel,"The Square, Listowel Ireland",5,3,1,70,65,62,94,58,,,202,201,200,,,,150,4.5,506 reviews,52.4472298,-9.4846811
Fitzpatricks Tavern and Hotel,"Loch Gowna Main Street, Cavan Ireland",5,3,1,21,44,45,58,13,,,200,,,,,,80,4,5 reviews,53.8766657,-7.534208953
Bit & Bridle Inn,"Limerick Junction, Tipperary Ireland",5,3,1,21,34,13,,,,,201,,,,,, Available Upon Request,4,54 reviews,52.5019872,-8.1988652
Marengo Guest Accommodation,"Ballyhea, Charleville Ireland",5,3,1,23,8,2,13,,,,Unknown,,,,,, Available Upon Request,4.5,10 reviews,52.354806,-8.684538
Maldron Hotel Newlands Cross,"Bushloaf 1A Naas Road Newlands Cross, Clondalkin 22 Ireland",5,3,1,71,63,61,58,81,,,201,200,,,,, Available Upon Request,3.5,"1,204 reviews",53.317744,-6.367551
Shamrock Lodge Hotel Athlone,"Clonown Road, Athlone 0000 Ireland",5,3,1,71,63,61, ,58,,,202,201,204,200,,, Available Upon Request,4,704 reviews,53.3682596,-7.9411647
Abberley Court,"Belgard Road, Tallaght 24 Ireland",5,3,1,31,65,83,57,82,,,201,,,,,, Available Upon Request,4,170 reviews,53.3118209,-6.3899103
The Mill,"Milltown, Ballina Ireland",5,3,12,32,35,40,79,58,,,200,,,,,, Available Upon Request,5,1 review,54.11291,-9.150075
Kilcummin House,Castlegregory Ireland,5,3,12,30,58,13,92,,,,Unknown,,,,,, Available Upon Request,4,4 reviews,52.2556303,-10.0215862
An Moinear,Province of Connacht Ireland,5,3,12,31,60,84,95,94,13,89,Unknown,,,,,, Available Upon Request,5,22 reviews,54.0546008,-7.8072475
Creevy Holiday Cottages,"Cloughboile Creevy, Ballyshannon Ireland",5,3,14,66,35,30,62,79,,,Unknown,,,,,, Available Upon Request,5,38 reviews,54.006119,-6.73533
Slane Farm Hostel,"Harlinstown House, Slane Ireland",5,3,14,36,35,60,84,95,30,79,200,,,,,, Available Upon Request,4.5,226 reviews,53.7180639,-6.5754562
Ballyhoura Luxury Hostel,"West End Kilfinane, Limerick V35 KX59 Ireland",5,3,14,32,62,79,13,57,,,201,200,,,,,236,5,485 reviews,52.528499,-8.762755
Ceol Na Mara,"Ceol Na Mara Main Street, Enniscrone F26 D2X8 Ireland",5,3,4,12,14,13,47,100,,,203,201,200,,,,85,5,260 reviews,54.212226,-9.094988
