name,address,amenities1,amenities2,amenities3,amenities4,amenities5,amenities6,amenities7,amenities8,amenities9,amenities10,rooms1,rooms2,rooms3,rooms4,rooms5,rooms6,price,rating,numReviews,lat,lon
Deerpark Manor Bed & Breakfast,"Kilkelly Road, Swinford Ireland",5,3,4,33,31,35,58,13,,,201,200,,,,,65,5,135 reviews,53.8708104,-8.8493255
Oldcastle House Hotel,"Cogan Street, Oldcastle Ireland",5,3,4,70,2,69,71,62,,,201,204,,,,, Available Upon Request,4.5,77 reviews,53.769894,-7.159675
Dungimmon House,"Ballyhugh, Ballyconnell Ireland",5,3,4,30,58,13,57,38,,,201,200,,,,,80,5,208 reviews,54.113758,-7.580704
Aonach Bed & Breakfast,"Syngefield, Birr Ireland",5,3,4,30,79,58,100,92,,,201,200,205,,,, Available Upon Request,5,30 reviews,53.0945313,-7.8881429
Radharc na Ceibhe,Province of Connacht Ireland,5,3,4,28,58,13,100,92,,,Unknown,,,,,, Available Upon Request,4,52 reviews,54.0546008,-7.8072475
Belleek Caravan and Camping Park,Ballina Ireland,5,3,36,31,2,30,79,89,,,Unknown,,,,,, Available Upon Request,4.5,85 reviews,54.1143359,-9.1532099
Emmaus Retreat Centre,"Ennis Lane Lissenhall, Swords Ireland",5,3,8,63,61, Adults only,58,57,,,201,,,,,, Available Upon Request,4,37 reviews,53.4719158,-6.211151
Avalon B&B,"Clones Rd Butlersbridge, Cavan Ireland",5,3,8,2,13,76,47,,,,200,,,,,, Available Upon Request,5,2 reviews,53.960495,-7.362192
Riverside B&B,"Errigal, Kill, Cootehill Ireland",5,3,8,45,58,13,47,,,,Unknown,,,,,, Available Upon Request,3,12 reviews,55.034328,-8.113014
Ashley Guesthouse,"Bawnabraher Waterford Road, Dungarvan Ireland",5,3,8,32,85,2,13,47,,,Unknown,,,,,, Available Upon Request,4,7 reviews,52.1082747,-7.597855896
Sandymount House,"Oldtown, Abbeyleix Ireland",5,3,8,32,30,58,13,57,,,201,200,,,,, Available Upon Request,5,77 reviews,52.581087,-7.411351
The Sleepy Camel,"The Village, Glenbeigh Ireland",5,3,8,33,35,40,58,13,,,201,200,,,,, Available Upon Request,4.5,180 reviews,52.0560543,-9.9394238
North Lodge,"Kilkea North Lodge, Kildare Ireland",5,3,8,33,35,30,79,58,,,Unknown,,,,,,85,3.5,9 reviews,52.9482704,-6.895288
Oakdale,"Oakdale, Templemore, Templemore Ireland",5,3,8,30,28,58,13,76,,,Unknown,,,,,,65,4.5,4 reviews,52.8027938,-7.826627
Hill View B&B,"Hill View B&B Main Street Silvermines, Nenagh Ireland",5,3,32,13,47,,,,,,Unknown,,,,,, Available Upon Request,4.5,5 reviews,52.7948492,-8.2372984
Summerhill House Hotel,Enniskerry Ireland,5,3,29,1,65,62,94,58,,,202,201,200,,,,139,3.5,748 reviews,53.1927323,-6.1703572
Talbot Hotel,"Barrack St, Belmullet Ireland",5,3,29,1,70,35,65,62,,,201,204,,,,,149,4.5,477 reviews,54.1710798,-10.0680209
Tankardstown,"Tankardstown House Rathkeny, Slane, County Meath, Slane Ireland",5,3,29,42,14,35,60,84,95,30,202,201,204,200,,,260,4.5,406 reviews,52.138943,-7.343148
Lough Rea Hotel and Spa,"Old Galway Road, Loughrea Ireland",5,3,29,49,1,35,71,61,,,202,201,204,200,,,79,4,"1,257 reviews",53.202606,-8.563969
Trump International Golf Links & Hotel Doonbeg,"Doonbeg, off the N67, Doonbeg Ireland",5,3,29,49,1,12,14,35,,,203,201,204,200,,, Available Upon Request,4.5,922 reviews,52.73194,-9.52278
"Eccles Hotel & Spa, Glengarriff","Glengarriff Harbour, Glengarriff Ireland",5,3,29,49,1,14,14,2,,,203, Landmark view,202,201,204,200,150,4,742 reviews,53.26195,-9.07891
Dunboyne Castle Hotel And Spa,"Dunboyne Castle Hotel & Spa Maynooth Road, Dunboyne A86 PW63 Ireland",5,3,29,11,4,70,63,61,,,202,201,204,200,,,117,4,"2,873 reviews",53.4,-6.46667
Downings Bay Hotel,"Main Street, Downings Ireland",5,3,29,74,4,12,14,35,,,202,201,,,,, Available Upon Request,4,355 reviews,52.9489478,-6.6519002
Seaview Guesthouse,"Windgap, Dungarvan Ireland",5,3,29,4,35,2,30,13,,,Unknown,,,,,, Available Upon Request,4,79 reviews,52.05683795,-7.665665706
The Three Towers Eco House & Organic Kitchen,"Kylebrack West Kylebrack, Loughrea H62 XH34 Ireland",5,3,29,4,14,2,30,40,,,201,204,200,,,, Available Upon Request,4.5,116 reviews,52.337147,-6.473643
Driftwood Country Hostel Skibbereen,"Cork Road Drummig, Skibbereen Ireland",5,3,29,30,13,82,,,,,201,200,,,,, Available Upon Request,5,17 reviews,51.548051,-9.267598
Errigal Country House Hotel,"Cavan Rd, Cootehill Ireland",5,3,29,10,4,33,45,63,,,202,201,204,200,,, Available Upon Request,4.5,554 reviews,54.0658117,-7.0975761
Crosshaven House,"Church Bay Road Crosshaven Square, Crosshaven Ireland",5,3,29,10,23,67,35,60,84,95,202,200,,,,, Available Upon Request,5,35 reviews,51.7981814,-8.2879942
Ashford Castle,Cong 49525 Ireland,5,3,9,49,1,14,8,35,,,202,201,204,200,,, Available Upon Request,5,"2,627 reviews",53.5414206,-9.2873469
Cee Cliff House,"Cee Cliff House Bunagee Road Inishowen, Culdaff Ireland",5,3,3,35,2,30,79,13,,,Unknown,,,,,,65,4.5,36 reviews,55.28333,-7.16667
Dun Cromain Bed & Breakfast,"Crank Road, Banagher Ireland",5,3,3,35,30,13,47,,,,200,,,,,, Available Upon Request,4,19 reviews,53.1905442,-7.9890067
Marsh Mere Lodge,"Ballyhack, Arthurstown Ireland",5,3,3,1,12,32,52,13,,,202,201,200,,,,109,5,90 reviews,52.2453179,-6.968661568
Berehaven Lodge,Castletownbere P75 D653 Ireland,5,3,3,1,12,30,61,13,,,201,200,,,,, Available Upon Request,5,56 reviews,51.647608,-9.913376
Lough Hyne B & B,"Rosewood House, Baltimore Ireland",5,3,3,1,2,13,89, Picnic area,,,201,,,,,, Available Upon Request,5,24 reviews,51.888006,-8.574227
Glenbrook House,"Airport Rd, Currow Village, Castleisland Ireland",5,3,3,1,2,13,,,,,Unknown,,,,,, Available Upon Request,5,29 reviews,52.22822,-9.464046
Knightsbrook Bed & Breakfast,"1 Victorine Abbey, Trim Ireland",5,3,3,1,2,,,,,,Unknown,,,,,,85,4.5,26 reviews,53.5534385,-6.7642875
Greenfields Farmhouse,"Greenfields Asdee East, Listowel Ireland",5,3,3,1,30,13,47,,,,Unknown,,,,,, Available Upon Request,5,24 reviews,52.449776,-9.486048
Willowhill House,Carrigaline Ireland,5,3,3,1,23,2,13,47,,,201,,,,,, Available Upon Request,5,24 reviews,51.7881875,-8.349078034
St. Martins Bed & Breakfast,"Greencloyne, Youghal Ireland",5,3,3,14,35,73,83, Currency exchange,,,Unknown,,,,,, Available Upon Request,4.5,21 reviews,51.9618866,-7.861186771
Killineen House,"Killineen West, Dungarvan Ireland",5,3,3,67,60,84,95,85,13,89,Unknown,,,,,, Available Upon Request,5,16 reviews,52.1316242,-7.567540285
Tuskar House,"St. Martins Road, Rosslare Ireland",5,3,3,2,58,13,,,,,Unknown,,,,,,90,4.5,36 reviews,52.2493729,-6.3373776
Tom Blake House,"Tom Blake House Bective Street, Kells Ireland",5,3,3,2,69,,,,,,201,,,,,,120,5,33 reviews,53.723577,-6.88081
Ballykine House,Clonbur Ireland,5,3,3,4,1,2,13,,,,201,200,,,,, Available Upon Request,5,74 reviews,53.5445942,-9.3636096
An Portan Guest House and Restaurant,"Baile an Teampaill, Dun Chaoin, Dunquin Ireland",5,3,3,4,1,21,13,,,,201,,,,,,95,4.5,97 reviews,52.1361278,-10.44613136
Stella Maris Country House Hotel,Ballycastle Ireland,5,3,3,4,1,21,13,,,,Unknown,,,,,,150,4.5,89 reviews,55.2006882,-6.250282
Knocknacree Bed and Beakfast,"Island, Stradbally, Dungarvan X42A434 Ireland",5,3,3,4,12,2,58,13,,,Unknown,,,,,, Available Upon Request,5,17 reviews,54.002519,-7.483089
Herons Cove,"Rossnowlagh Road, Ballyshannon Ireland",5,3,3,4,14,33,13,89,,,201,,,,,,99,5,38 reviews,54.501152,-8.187528
Innisfree House,"Carrick Road, Dundalk Ireland",5,3,3,4,4,13,47,,,,201,,,,,,79,4,85 reviews,54.000337,-6.398438
Copperfield House,"Copperfield House Boherclogh Street, Cashel Ireland",5,3,3,4,73,83, Currency exchange,13,,,201,200,,,,, Available Upon Request,5,91 reviews,52.51583,-7.88556
Richmond House,Cappoquin Ireland,5,3,3,4,32,35,58,13,,,Unknown,,,,,,150,4.5,136 reviews,52.17265195,-7.847945999
Kilcommon Lodge Hostel,"Pollatomish, Belmullet Ireland",5,3,3,36,75,79,13,57,,,201,200,,,,,52,5,58 reviews,54.261944,-9.798056
Grangeclare Paddocks,"Bog Road Oristown, Kells Ireland",5,3,3,13,,,,,,,Unknown,,,,,, Available Upon Request,4.5,44 reviews,53.734424,-6.782351
Holly Crest Lodge,"Hollycrest Lodge Donegal Road, Killybegs Ireland",5,3,3,30,13,,,,,,Unknown,,,,,, Available Upon Request,4.5,35 reviews,54.633487,-8.446096
Woodlands Farm,"Streamstown Near M6 Kilbeggan, Mullingar Ireland",5,3,3,,,,,,,,Unknown,,,,,, Available Upon Request,4.5,28 reviews,53.520938,-7.337426
Rose Cottage,"Brackenstown Road, Swords Ireland",5,3,3,,,,,,,,201,,,,,,120,5,42 reviews,53.4566361,-6.2264386
Long Quay Lodging,"Long Quay, Clonakilty Ireland",5,3,13,54,47,,,,,,Unknown,,,,,,75,2.5,13 reviews,51.621724,-8.896393
Aurora House Bed and Breakfast,"Kildare Road Geraldine, Athy Ireland",5,3,13,,,,,,,,201,,,,,,90,5,33 reviews,52.992426,-6.984067
Duffys Hostel,"Duffys Hostel Donegal Road, Ballyshannon Ireland",5,3,30,58,13,89,54,47,,,Unknown,,,,,, Available Upon Request,3,3 reviews,54.501152,-8.187528
Careys Viking House Hotel,"Letterkenny, Co.Donegal, Kincasslagh Ireland",5,3,46,4,12,14,40,58,,,203,201,200,,,,85,4.5,293 reviews,54.954119,-7.734252
Renvyle House Hotel,"North of Tully Connemara, Renvyle H91 X8Y8 Ireland",5,3,9,1,12,8,35,2,,,203,202,201,204,200,,171,4.5,976 reviews,53.554331,-9.947197
Rosapenna Hotel & Golf Resort,"Rosapenna, Downings Ireland",5,3,9,1,12,8,30,63,,,203,201,204,200,,, Available Upon Request,4.5,352 reviews,55.19021075,-7.824239388
Atlantic Apartotel,"Main Street, Bundoran Ireland",5,3,9,1,14,32," ""Childrens playground""",2,,,Mountain view,203,201,200,,, Available Upon Request,4,268 reviews,54.4810049,-8.2722434
Ferryport House,"Rosslare Harbour, Rosslare Y35 KNVO Ireland",5,3,9,1,2,94,13,47,,,201,200,,,,,89,4,157 reviews,52.269932,-6.390259
Royal Marine Hotel,"Royal Marine Hotel Marine Road, Dun Laoghaire A96 K063 Ireland",5,3,9,11,1,40,63,61,,,203,201,204,200,,, Available Upon Request,4,"2,794 reviews",53.29395,-6.13586
Four Seasons Hotel and Leisure Club,"Coolshanagh, Monaghan H18Y220 Ireland",5,3,9,11,1,93,14,2,,,202,201,204,200,,,119,4,602 reviews,53.995563,-6.393706
Dromoland Castle Hotel,"Limerick-Ennis Road, Newmarket-on-Fergus Ireland",5,3,9,11,1,93,14,35,,,202,201,204,200,,,580,4.5,"4,718 reviews",52.212582,-8.996415
Carrigaline Court Hotel & Leisure Centre,"Main Street, Carrigaline P43 RH21 Ireland",5,3,9,11,1,35,63,61,,,202,201,204,200,,,125,4,730 reviews,51.816136,-8.3913738
Anner Hotel,"Dublin Road, Thurles Ireland",5,3,9,11,1,35,63,61,,,202,201,204,200,,,89,4,647 reviews,52.9572655,-7.7762333
Great National Abbey Court Hotel & Spa,"Dublin Rd, Nenagh Ireland",5,3,9,11,1,35,2,63,,,202,201,204,200,,,70,4,794 reviews,52.8659151,-8.1818269
Tullamore Court Hotel,"OMoore Street, Tullamore Ireland",5,3,9,11,1,35,2,63,,,202,201,204,200,,, Available Upon Request,4,869 reviews,53.2713538,-7.4939062
Sheraton Athlone Hotel,"Gleeson Street Co. Westmeath, Athlone N37 D953 Ireland",5,3,9,11,1,35,2,73,,,202,201,204,200,,,65,4.5,"2,518 reviews",53.428516,-7.940076
Lodges And Mews Houses,"At Castlemartyr Resort, Castlemartyr P25 X300 Ireland",5,3,9,11,1,35,2,13,,,201,,,,,,263,3.5,49 reviews,51.9106453,-8.064945736
Midleton Park Hotel,"Midleton Park Hotel Old Cork Road, Midleton Ireland",5,3,9,11,1,35,2,71,,,202,201,204,200,,, Available Upon Request,4,"1,105 reviews",51.9147345,-8.17853099
Athlone Springs Hotel,"Tuam Road Monksland, Athlone Ireland",5,3,9,11,1,35,2,71,,,202,201,204,200,,,70,4,"1,220 reviews",53.428516,-7.940076
Brandon House Hotel,"Southknock, New Ross Y34KR62 Ireland",5,3,9,11,1,35,2,71,,,201,200,,,,, Available Upon Request,4,893 reviews,52.387904,-6.942686
Brandon House Hotel,"Southknock, New Ross Y34KR62 Ireland",5,3,9,11,1,35,2,71,,,201,200,,,,, Available Upon Request,4,893 reviews,52.387904,-6.942686
Seafield Hotel & Spa Resort,"Ballymoney, Gorey Ireland",5,3,9,11,1,12,35," ""Childrens playground""",,,203,202,201,204,,,210,4,"2,113 reviews",52.6810243,-6.2201534
Mulranny204,"No. 5 The Courtyard, Mulranny F28 ET38 Ireland",5,3,9,11,1,12,14,35,,,200,,,,,, Available Upon Request,4.5,12 reviews,51.872546,-9.563766
Inishowen Gateway Hotel,"Inishowen Gateway Hotel Railway Road, Buncrana F93 PPH9 Ireland",5,3,9,11,1,12,8,35,,,203,202,201,200,,, Available Upon Request,4,"1,409 reviews",51.909593,-8.432549
Garryvoe Hotel,"Garryvoe Hotel Ballycotton Bay East Cork, Garryvoe P25 DR94 Ireland",5,3,9,11,1,12,32,35,,,203,202,201,204,200,, Available Upon Request,4.5,"1,063 reviews",51.87556,-8.00028
Derrynane Hotel & Holiday Homes,"Ring of Kerry, Caherdaniel Ireland",5,3,9,11,1,12,94,13,,,Unknown,,,,,, Available Upon Request,3.5,93 reviews,51.940404,-10.236877
Twin Trees Hotel & Leisure Club,"Downhill Road, Ballina F26 A3N7 Ireland",5,3,9,11,1,14,51,2,,,201,204,200,,,,85,4,781 reviews,54.11291,-9.150075
The Johnstown Estate,"The Johnstown Estate, Enfield A83 V070 Ireland",5,3,9,11,1,14,2," ""Kids outdoor play equipment""",,,202,201,204,200,,, Available Upon Request,4,"1,850 reviews",52.255347,-7.109902
The Johnstown Estate,"The Johnstown Estate, Enfield A83 V070 Ireland",5,3,9,11,1,14,2," ""Kids outdoor play equipment""",,,202,201,204,200,,, Available Upon Request,4,"1,850 reviews",52.255347,-7.109902
GN Mulranny Park Hotel,Mulranny F28 N2H9 Ireland,5,3,9,11,1,14,36,35,,,203,202,201,204,200,,179,4,"1,208 reviews",53.898992,-9.790105
BrookLodge & Macreddin Village,"Near Aughrim, Macreddin Village Y14 A362 Ireland",5,3,9,11,1,14,8,30,,,202,201,204,200,,,200,4,"1,267 reviews",52.83437,-6.250163
Maldron Hotel Portlaoise,"Portlaoise Garda Station Abbeyleix Road, Portlaoise R32 HKN3 Ireland",5,3,9,11,1,66,35,2,,,201,200,,,,,85,4,857 reviews,53.03166235,-7.303078654
"Radisson Blu Hotel, Athlone","Northgate Street, Athlone Ireland",5,3,9,11,1,63,61,58,,,202,201,204,200,,,102,4,"2,489 reviews",53.428516,-7.940076
The Killeshin Hotel,"Dublin Road, Portlaoise Ireland",5,3,9,11,1,63,61,58,,,202,201,204,200,,, Available Upon Request,4,957 reviews,53.0415316,-7.2675628
Maritime Hotel,"The Maritime Hotel The Quay, Bantry Ireland",5,3,9,11,1,51,32,35,,,203,202,201,204,200,,109,4.5,"1,595 reviews",51.6802139,-9.4570121
Maritime Hotel,"The Maritime Hotel The Quay, Bantry Ireland",5,3,9,11,1,51,32,35,,,203,202,201,204,200,,109,4.5,"1,595 reviews",51.6802139,-9.4570121
Lahinch Coast Hotel &204,"Station Road, Lahinch V95 W592 Ireland",5,3,9,11,1,43,32, Kids 9,,,201,204,,,,,109,4,229 reviews,52.151026,-8.392247
"Bridge House Hotel, Spa and Leisure Club","Bridge House Hotel Bridge Street Tullamore, Offaly, Tullamore Ireland",5,3,9,11,1,44,35,60,84,95,202,201,204,200,,,128,4.5,"1,553 reviews",53.27491565,-7.493722427
McWilliam Park Hotel,"Kilcolman Road, Claremorris F12 D1W3 Ireland",5,3,9,11,1,44,35,2,,,202,201,204,200,,, Available Upon Request,4,946 reviews,53.724034,-8.997641
Rochestown Lodge Hotel & Spa,"164 Rochestown Avenue, Dun Laoghaire A96 ETY8 Ireland",5,3,9,11,1,44,35,2,,,201,204,200,,,,109,4,441 reviews,53.292462,-6.137498
Treacys Hotel,"Templeshannon, Enniscorthy Ireland",5,3,9,11,1,44,70,65,,,201,204,200,,,,65,4,995 reviews,52.5015436,-6.5593111
Ashdown Park Hotel Conference and Leisure Centre,"Ashdown Park Hotel The Coach Road, Gorey Ireland",5,3,9,11,1,36,35,2,,,202,201,204,200,,, Available Upon Request,4,976 reviews,52.678587,-6.285202
Knightsbrook Hotel & Golf Resort,"Dublin Road, Trim Ireland",5,3,9,11,1,36,8,35,,,202,201,204,200,,,153,4,"2,563 reviews",53.557279,-6.792431
The Hibernian Hotel and Leisure Centre,"Main Street, Mallow Ireland",5,3,9,11,1,36,33,2,,,202,201,200,,,,115,3.5,401 reviews,52.3510308,-8.679008
Castleknock Hotel,"1 Porterstown Road, Castleknock D15 WNR7 Ireland",5,3,9,11,1,8," ""Childrens playground""",2,,,202,201,204,200,,, Available Upon Request,4,"2,009 reviews",53.377593,-6.406766
Roganstown Hotel and Country Club,"Naul Road near Dublin Airport, Swords 30103 Ireland",5,3,9,11,1,8,40,63,,,201,204,200,,,, Available Upon Request,4,877 reviews,53.439817,-6.2582601
Great National Ballykisteen Golf Hotel,"Limerick Junction Ballykisteen, Tipperary Ireland",5,3,9,11,1,8,35,2,,,201,204,,,,,79,4,661 reviews,52.5019872,-8.1988652
Druids Glen Hotel & Golf Resort,"Newcastle Road, Newtown Mount Kennedy Ireland",5,3,9,11,1,8,35, Indoor play area for children,,,202,201,204,200,,,215,4.5,"3,009 reviews",53.09011815,-6.110423117
Farnham Estate Spa and Golf Resort,"Farnham Estate, Cavan H12 H635 Ireland",5,3,9,11,1,8, Free shuttle or71s,63,,,202,201,204,200,,,149,4.5,"3,773 reviews",54.002178,-7.400322
Farnham Estate Spa and Golf Resort,"Farnham Estate, Cavan H12 H635 Ireland",5,3,9,11,1,8, Free shuttle or71s,63,,,202,201,204,200,,,149,4.5,"3,773 reviews",54.002178,-7.400322
Nuremore Hotel and Country Club,Carrickmacross Ireland,5,3,9,11,1,8,31,35,,,201,204,200,,,,119,4,748 reviews,53.9770462,-6.7193763
"An Chuirt, Gweedore Court Hotel",Gweedore Ireland,5,3,9,11,1,32,2,63,,,201,204,200,,,,135,4,588 reviews,55.0501027,-8.2322026
Pillo Hotel Ashbourne,"The Rath, Ashbourne Ireland",5,3,9,11,1, Karaoke,70,35,,,201,204,200,,,, Available Upon Request,4,"2,003 reviews",53.5270186,-6.412896298
Great National Hotel Ballina,"Hotel Ballina N 59 Dublin Road, Ballina F26 X5P3 Ireland",5,3,9,11,1,98, Kids 9,73,,,202,201,204,200,,,80,4,529 reviews,52.845673,-6.91193
Maldron Hotel Wexford,Barntown Ireland,5,3,9,11,1,91,2, Kids 9,,,201,204,200,,,,99,3.5,"1,081 reviews",52.3380513,-6.5364613
Breaffy House Resort,"Breaffy, Castlebar Ireland",5,3,9,11,1,91,44,35,,,202,201,204,200,,, Available Upon Request,4.5,"2,013 reviews",53.8490149,-9.2395978
Boyne Valley Hotel & Country Club,"Dublin Road, Drogheda Ireland",5,3,9,11,1,31,61,65,,,201,200,,,,,129,4,223 reviews,53.7078748,-6.3280361
Maldron Hotel Tallaght,"Whitestown Way, Tallaght 24 Ireland",5,3,9,11,1, Windsurfing,63,61,,,202,201,204,200,,,95,4,998 reviews,53.2827458,-6.3749855
The Horse & Jockey Hotel,Thurles Ireland,5,3,9,11,4,35,2,63,,,Mountain view,201,204,200,,,129,4,863 reviews,52.6801547,-7.8151008
Talbot Hotel Carlow,"Portlaoise Road, Carlow Ireland",5,3,9,11,4,35,2,63,,,202,201,204,200,,,92,4,"1,627 reviews",52.725161,-6.843704
Shearwater Hotel & Spa,"Marina Point, Ballinasloe H53 F5P9 Ireland",5,3,9,11,4,35,2,71,,,202,201,204,200,,,85,4,"1,108 reviews",53.3302722,-8.221376
"Yeats Country Hotel, Spa and Leisure Centre",Rosses Point F91 WP6N Ireland,5,3,9,11,4,12,44,2,,,203,201,204,200,,,129,4,"1,400 reviews",54.3199487,-8.5756067
Parknasilla Resort & Spa,Sneem Ireland,5,3,9,11,4,12,36,35,,,203,202,201,204,200,, Available Upon Request,4.5,"3,036 reviews",51.86788405,-9.893756393
The Lakeside Hotel and Leisure Centre,"Lakeside Drive, Killaloe Ireland",5,3,9,11,4,14,68,35,,,Landmark view,202,201,204,200,,144,4.5,"1,134 reviews",52.9271177,-8.418507746
Schull Harbour Hotel,"East End, Schull Ireland",5,3,9,11,4,14,44, Kids 9,,,203,202,201,204,,,125,4.5,304 reviews,51.527073,-9.547363
Killashee Hotel,"Kilcullen Road, Naas Ireland",5,3,9,11,4,14,35,2,,,202,201,204,200,,,160,4,"2,148 reviews",53.2035067,-6.6676948
The Glencarn Hotel,"Monaghan Road, Castleblayney Ireland",5,3,9,11,4,66,51,61,,,201,200,,,,,94,4,327 reviews,54.12310445,-6.743399452
Mullingar Park Hotel,"Dublin Road, Mullingar Ireland",5,3,9,11,4,63,61,94,,,202,201,204,200,,, Available Upon Request,4,575 reviews,53.52577,-7.3297592
Carnbeg Hotel & Spa,"Armagh Road, Dundalk Ireland",5,3,9,11,4,63,61,94,,,201,204,,,,, Available Upon Request,3.5,829 reviews,54.0358074,-6.417485
Arklow Bay Conference & Leisure Hotel,"Sea Road Arklow Town Centre, Arklow Y14 DX02 Ireland",5,3,9,11,4,44, Walking tours,35,,,202,201,204,200,,, Available Upon Request,3.5,966 reviews,52.805378,-6.141022
"Bloomfield House Hotel, Leisure Club & Spa","Belvedere, Mullingar Ireland",5,3,9,11,4,45,35,2,,,202,201,204,200,,,142,4,"1,440 reviews",53.4783194,-7.3693391
Broadhaven Bay Hotel,"Shrofornagh Ballina Road Belmullet, Co. Mayo, Belmullet Ireland",5,3,9,11,4,45,70,35,,,203,202,201,204,200,,120,4.5,640 reviews,54.219676,-9.986727
Raheen Woods Hotel,Athenry H65 E443 Ireland,5,3,9,11,4,36,35,2,,,202,201,204,200,,, Available Upon Request,4.5,509 reviews,53.29639,-8.74306
"Hillgrove Hotel, Leisure & Spa","Old Armagh Road, Monaghan Ireland",5,3,9,11,4,36,44,35,,,202,201,204,200,,,115,4.5,"1,982 reviews",54.2451729,-6.9600452
The Heritage,Killenard Ireland,5,3,9,11,4,8,35," ""Childrens playground""",,,202,201,204,200,,,169,4.5,"2,488 reviews",53.1328299,-7.1473275
The K Club,Straffan Ireland,5,3,9,11,4,8,31,35,,,202,201,204,200,,, Available Upon Request,4.5,"1,261 reviews",53.3125051,-6.6082372
Hotel Minella,"Coleville Road, Clonmel E91 FY97 Ireland",5,3,9,11,4,32,35," ""Childrens playground""",,,Mountain view,203,201,204,200,,165,4.5,524 reviews,52.358893,-7.699462
Cavan Crystal Hotel,"Cavan Crystal Hotel Dublin Road, Cavan H12 P6E5 Ireland",5,3,9,11,4,32,35,2,,,202,201,204,200,,,125,4.5,"1,286 reviews",53.982837,-7.341291
Kilcoran Lodge Hotel and Leisure Centre,"Townparks, Cahir Ireland",5,3,9,11,4,32,33,2,,,Mountain view,202,201,204,200,,100,4,591 reviews,52.37237645,-7.9192935
The Dunraven,"Dunraven Arms Hotel Main Street, Adare Ireland",5,3,9,11,4,33,63,61,,,201,204,200,,,,195,4,"1,350 reviews",52.5656411,-8.786520997
Aghadoe Heights Hotel & Spa,"Lakes of Killarney, Aghadoe, Killarney V93 DH59 Ireland",5,3,9,11,4,33,31,35,,,202,201,204,200,,, Available Upon Request,4.5,"2,068 reviews",52.058722,-9.51192
Castle Oaks House Hotel,"Stradbally N Stradbally, Castleconnell V94 EH94 Ireland",5,3,9,11,4,31,30,63,,,202,201,204,200,,,69,4,650 reviews,52.712886,-8.50199
Falls Hotel & Spa,Ennistymon Ireland,5,3,9,11,21,14,14,35,,,202,201,204,200,,,154,4,"1,361 reviews",52.9401873,-9.2932061
The Riverside Park Hotel & Leisure Club,"The Promenade, Enniscorthy Y21 T2F4 Ireland",5,3,9,11,21,2,98,71,,,202,201,204,200,,,119,4.5,"1,685 reviews",52.4988532,-6.5656583
"Kees Hotel, Leisure & Wellness Centre","Kees Hotel Main Street, Stranorlar Ireland",5,3,9,11,21,33,63,61,,,202,201,204,200,,,68,4.5,"1,177 reviews",54.80428755,-7.768832355
Adare Manor,"Adare, Co. Limerick Adare Manor Golf Club, Adare V94 W8WR Ireland",5,3,9,48,1,93,14,35,,,202,201,204,200,,,700,4.5,"2,357 reviews",52.568151,-8.79796
Corralea Court Hotel,"The Square, Tuam Ireland",5,3,3,1,2,62,87,99,,,201,,,,,, Available Upon Request,4,170 reviews,53.5146335,-8.851157
Maddens Bridge Bar,"Main Street, Bundoran Ireland",5,3,3,1,21,23,8,13,,,Unknown,,,,,,94,3.5,57 reviews,54.4810049,-8.2722434
Dohertys Country Accommodation,"Golf Links Road Co Donegal, Ballyliffin F93 XP49 Ireland",5,3,3,4,4,2,57,,,,Unknown,,,,,, Available Upon Request,5,18 reviews,55.277107,-7.395133
Creacon Wellness Retreat,"Lower Creaken, New Ross Y34 NH61 Ireland",5,3,21,40,61,65,94,13,,,Unknown,,,,,,160,5,139 reviews,53.929469,-7.59951
Annebrook House Hotel,"Austin Friars Street, Mullingar Ireland",5,3,21,35,63,61,79, Currency exchange,,,202,201,204,,,,85,4.5,"1,062 reviews",53.5258847,-7.3343899
The Curragh B&B,"L6080, Knockaulin Curragh, Co kildare, Newbridge R56 XW81 Ireland",5,3,21,8,45,35,60,84,95,58,Landmark view,201,204,200,,,60,4.5,34 reviews,53.180148,-6.799884
The Prince of Wales Hotel,"Prince of Wales Church Street, Athlone Ireland",5,3,21,70,35,60,84,95,71,63,201,204,200,,,,89,4.5,"1,136 reviews",53.42392055,-7.938616038
Wild Atlantic Hostel,"Delphi Adventure Resort, Leenane Ireland",5,3,10,1,14,51,35,2,,,201,,,,,,55,4,8 reviews,53.622252,-9.754859
Mc Kevitts Village Hotel,"Market Square Carlingford, Co. Louth, Carlingford Ireland",5,3,10,1,14,51,73,65,,,201,,,,,, Available Upon Request,4,221 reviews,54.003677,-6.404178
Mc Kevitts Village Hotel,"Market Square Carlingford, Co. Louth, Carlingford Ireland",5,3,10,1,14,51,73,65,,,201,,,,,, Available Upon Request,4,221 reviews,54.003677,-6.404178
Ardboyne Hotel,"Ardboyne Hotel Dublin Road, Navan C15 C9YA Ireland",5,3,10,4,14,35,2,73,,,201,204,200,,,,89,4,459 reviews,53.640427,-6.671881
Shelmalier House,"Retreat Road Cartontroy, Athlone Ireland",5,3,10,4,14,2,28,58,,,201,200,,,,, Available Upon Request,5,74 reviews,53.428516,-7.940076
Ryans Hotel,"Ryans Hotel Main Street, Cong Ireland",5,3,10,4,32,72,73,62,,,201,,,,,,108,4,113 reviews,53.53333,-9.28333
